price	type	garage	Bedrooms	Bathrooms	Sqft	Sqft/1000	YrBuilt	SqftxAge	std.sqft	std.age	std.sqrtxstd.age	LSqft	Acerage	View	Pool	Number	Street	City
7.2	SFR	D	3	2	1698	1.698	1965	88.296	0.139767218	0.49712202	0.069481362	1513	0.03	Y	N	1209	Manzanita WY  	SLO
2.73	CONDO	A	1	1	751	0.751	1987	22.53	-1.432773008	-0.354259107	0.507572887	7584	0.17	Y	N	33	Verde DR  	SLO
5.85	SFR	D	2	2	1152	1.152	1980	42.624	-0.766892722	-0.083365112	0.063932098	751	0.02	Y	N	1017	Southwood DR   #E	SLO
5.49	SFR	D	3	1	1040	1.04	1963	56.16	-0.952874248	0.574520304	-0.547445603	5200	0.12	Y		80	Mariposa DR  	SLO
13.8	SFR	D	4	3	3356	3.356	2012	16.78	2.892958024	-1.321737661	-3.823731573	7800	0.18	N	N	1749	Pico CT  	SLO
5.37	CONDO	A	2	2	1256	1.256	2017	0	-0.594195591	-1.515233372	0.900344989	16756	0.38	Y	N	911	Isabella WY  	SLO
6.38	CONDO	A	3	3	1865	1.865	2017	0	0.417078957	-1.515233372	-0.631971954	1044	0.02	Y		3202	Fennel   	SLO
6.6	CONDO	A	2	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	Y		3277	Fennel   	SLO
6.66	CONDO	A	2	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	752	0.02	Y		3275	Fennel   	SLO
11.53	SFR	D	4	2	2778	2.778	1961	155.568	1.933160505	0.651918589	1.260263268	752	0.02	Y		3279	Fennel   	SLO
5.99	SFR	D	3	1	1226	1.226	1935	100.532	-0.644012071	1.658096284	-1.067834022	15928	0.37	Y		625	Al Hil DR  	SLO
12.25	SFR	D	3	2	2529	2.529	1979	96.102	1.519683719	-0.04466597	-0.067878148	5436	0.12	Y	N	503	Mitchell DR  	SLO
8.5	SFR	D	3	2	1403	1.403	1941	106.628	-0.350094838	1.425901432	-0.499200731	15011	0.34	Y	N	1961	Corralitos AV  	SLO
7.49	SFR	D	2	2	1122	1.122	1900	131.274	-0.816709202	3.01256626	-2.460390586	16488	0.38	Y	N	1616	Sydney ST  	SLO
5.49	CONDO	A	2	2	1311	1.311	1996	27.531	-0.502865377	-0.702551387	0.353288768	4500	0.1	Y		1789	Santa Barbara AV  	SLO
5.64	CONDO	A	2	2	1256	1.256	2017	0	-0.594195591	-1.515233372	0.900344989	1573	0.04	Y		1246	Manzanita WY  	SLO
7.49	SFR	D	4	3	2137	2.137	1966	108.987	0.868748378	0.458422878	0.398254131	1044	0.02	Y		810	Coriander   	SLO
3.15	CONDO	A	2	2	1374	1.374	2005	16.488	-0.398250769	-1.050843666	0.418499298	7650	0.18	Y	N	2464	Flora ST  	SLO
10.4	SFR	D	3	2	2011	2.011	1943	148.814	0.659519161	1.348503147	0.889363664	1436	0.03	Y	N	1144	Walnut ST   #7	SLO
4.42	CONDO	D	2	1	1126	1.126	1985	36.032	-0.810067005	-0.276860823	0.224275818	7250	0.17	Y	N	868	Center ST  	SLO
4.78	CONDO	A	2	2	1525	1.525	1987	45.75	-0.147507818	-0.354259107	0.052255988	1126	0.03	Y		2220	Exposition DR   #97	SLO
5.2	CONDO	A	3	2	1497	1.497	2000	25.449	-0.1940032	-0.857347955	0.166328247	2237	0.05	Y	N	228	Via San Blas   	SLO
6.17	CONDO	A	3	3	1834	1.834	2017	0	0.365601928	-1.515233372	-0.553972242	1352	0.03	Y	N	903	Lawrence DR  	SLO
9.55	SFR	A	4	2	1543	1.543	1955	95.666	-0.11761793	0.884113441	-0.103987593	752	0.02	Y		3206	Fennel   	SLO
6.8	SFR	D	4	2	2012	2.012	1963	108.648	0.66117971	0.574520304	0.379861168	5990	0.14	Y		135	Crandall WY  	SLO
11	SFR	D	4	2	1780	1.78	1951	117.48	0.275932263	1.03891001	0.28666879	6000	0.14	Y	N	1477	Oceanaire DR  	SLO
6.21	SFR	D	2	2	1537	1.537	1979	58.406	-0.127581226	-0.04466597	0.005698539	18747	0.43	Y	N	368	Lincoln ST  	SLO
3.21	CONDO	A	1	1	736	0.736	2007	7.36	-1.457681248	-1.128241951	1.644617134	1377	0.03	Y	N	721	Islay ST  	SLO
6.15	SFR	D	2	1	1019	1.019	1948	70.311	-0.987745784	1.155007436	-1.140853726	736	0.02	Y	N	3591	Sacramento DR   #200	SLO
7.4	SFR	D	3	2	1834	1.834	2003	25.676	0.365601928	-0.973445382	-0.355893508	5805	0.13	Y		544	Ellen WY  	SLO
12.25	SFR	D	4	2	2390	2.39	1961	133.84	1.288867361	0.651918589	0.840236591	6076	0.14	Y		1719	Welsh CT  	SLO
9.85	SFR	D	4	2	1788	1.788	1942	134.1	0.289216658	1.387202289	0.40120201	14885	0.34	Y		137	Fel Mar DR  	SLO
10.7	SFR	D	3	2	2276	2.276	1983	77.384	1.099564736	-0.199462539	-0.219321974	6000	0.14	Y	N	520	Chorro ST  	SLO
2.85	CONDO	A	2	1	892	0.892	1987	26.76	-1.198635551	-0.354259107	0.42462756	9500	0.22	N	N	3352	Barranca ST  	SLO
6.19	SFR	D	2	2	1684	1.684	2017	0	0.116519527	-1.515233372	-0.176554276	892	0.02	Y	N	1043	Southwood DR   #G	SLO
6.19	SFR	A	2	2	1684	1.684	2017	0	0.116519527	-1.515233372	-0.176554276	6054	0.14	Y	N	239	Bridge ST  	SLO
9.1	SFR	D	3	2	1616	1.616	1959	93.728	0.003602172	0.729316873	0.002627125	6054	0.14	Y		237	Bridge ST  	SLO
6.4	SFR	D	3	1	1400	1.4	1953	89.6	-0.355076486	0.961511726	-0.341410205	8500	0.2	N	N		Tassajara DR  	SLO
6.2	SFR	D	3	1	1003	1.003	1953	64.192	-1.014314574	0.961511726	-0.975275356	5953	0.14	Y	N	366	Christina WY  	SLO
9.3	SFR	D	3	2	1743	1.743	1953	111.552	0.214491938	0.961511726	0.206236513	6300	0.14	Y	N	178	Ramona DR  	SLO
3.19	TWNHS	A	2	1	900	0.9	1963	48.6	-1.185351156	0.574520304	-0.681008307	12000	0.28	Y	N	286	Chaplin LN  	SLO
8.52	SFR	D	4	2	2185	2.185	1999	39.33	0.948454746	-0.818648813	-0.776451352	900	0.02	Y	N	1185	Laurel LN   #28	SLO
4.71	TWNHS	A	2	2	1389	1.389	1987	41.67	-0.373342529	-0.354259107	0.132259991	7000	0.16	Y	N	1314	Sweet Bay LN  	SLO
4.75	CONDO	A	2	1	1330	1.33	1982	46.55	-0.47131494	-0.160763397	0.075770191	2000	0.05	Y	N	3218	Via Ensenada   	SLO
5.45	CONDO	A	2	2	1256	1.256	2017	0	-0.594195591	-1.515233372	0.900344989	1330	0.03	Y	N	1106	Oceanaire DR   #11	SLO
9.16	SFR	A	3	2	1737	1.737	1990	46.899	0.204528642	-0.470356534	-0.096201383	1044	0.02	Y	N	3226	Fennel   	SLO
9.35	SFR	D	3	2	1500	1.5	1959	87	-0.189021552	0.729316873	-0.137856607	5605	0.13	Y	N	6060	Pebble Beach WY  	SLO
10.4	SFR	D	4	2	2115	2.115	2007	21.15	0.832216292	-1.128241951	-0.938941333	7370	0.17	Y	Y	262	Hermosa WY  	SLO
5.29	SFR	A	3	2	1618	1.618	1980	59.866	0.00692327	-0.083365112	-0.000577159	6650	0.15	Y		1950	Hays ST  	SLO
8.1	SFR	D	4	2	2165	2.165	1988	62.785	0.915243759	-0.39295825	-0.359652586	3644	0.08	Y	N	1335	Laguna LN  	SLO
6.1	CONDO	A	3	3	1865	1.865	2016	1.865	0.417078957	-1.47653423	-0.615831357	7700	0.18	Y	N	108	Los Cerros DR  	SLO
7.65	SFR	D	2	1	1048	1.048	1962	57.64	-0.939589854	0.613219446	-0.57617477	753.59	0.02	Y		840	Coriander LN  	SLO
4.24	CONDO	A	2	1	1028	1.028	1984	33.924	-0.97280084	-0.238161681	0.231683883	5574	0.13	Y	N	248	Almond ST  	SLO
6.35	SFR	D	4	1	1800	1.8	1950	120.6	0.30914325	1.077609152	0.333135596	1028	0.02	Y	N		Chorro ST   #C	SLO
5.44	SFR	D	4	2	1380	1.38	1961	77.28	-0.388287473	0.651918589	-0.253131821	7377	0.17	Y	N	1337	Oakwood CT  	SLO
8.35	SFR	D	4	3	2535	2.535	1994	58.305	1.529647015	-0.625153103	-0.956263577	6000	0.14	Y		1236	Madonna RD  	SLO
8.59	SFR	D	4	3	2595	2.595	1993	62.28	1.629279976	-0.58645396	-0.955497694	6012	0.14	Y	N	4616	Snapdragon WY  	SLO
3.59	CONDO	A	2	1	850	0.85	1973	37.4	-1.268378623	0.187528883	-0.237857626	6538	0.15	Y	N	1137	Rosemary CT  	SLO
4.55	CONDO	A	2	1	1030	1.03	1986	31.93	-0.969479742	-0.315559965	0.305928994	850	0.02	Y	N	1750	Prefumo Canyon RD   #61	SLO
4.55	SFR	A	2	2	1332	1.332	1993	31.968	-0.467993841	-0.58645396	0.274456841	1030	0.02	Y		2225	Exposition DR   #22	SLO
5.7	SFR	D	3	1	1042	1.042	1963	56.268	-0.94955315	0.574520304	-0.545537565	1332	0.03	Y		1044	Willow CR  	SLO
8.4	SFR	D	2	0	1774	1.774	1984	58.542	0.265968967	-0.238161681	-0.063343616	7200	0.17	Y		1978	Oceanaire DR  	SLO
9	CONDO	A	2	1	1285	1.285	2017	0	-0.54603966	-1.515233372	0.827377515	9583	0.22	Y	N	3371	Barranca CT  	SLO
6.75	SFR	D	3	1	1558	1.558	1946	110.618	-0.09270969	1.232405721	-0.114255952	1285	0.03	Y	N	1328	Morro ST   #110	SLO
5.4	CONDO	A	2	2	1256	1.256	2017	0	-0.594195591	-1.515233372	0.900344989	7500	0.17	Y		1958	Fixlini ST  	SLO
5.98	SFR	D	2	2	1141	1.141	1940	87.857	-0.785158765	1.464600574	-1.149943978	1044	0.02	Y	N	3203	Fennel   	SLO
7.75	SFR	D	3	1	1800	1.8	1965	93.6	0.30914325	0.49712202	0.153681917	4210	0.1	Y	N	583	Branch   	SLO
7.05	SFR	D	2	1	1040	1.04	1950	69.68	-0.952874248	1.077609152	-1.026826011	7465	0.17	Y	N	2406	Parkland Terrace   	SLO
12.55	SFR	D	4	3	3144	3.144	1989	88.032	2.540921563	-0.431657392	-1.096807575	7135	0.16	Y		471	Mitchell DR  	SLO
5.35	CONDO	A	2	2	1193	1.193	1987	35.79	-0.698810199	-0.354259107	0.247559877	11713	0.27	Y	N	5936	Pebble Beach WY  	SLO
3.2	CONDO	D	1	1	853	0.853	1983	29.002	-1.263396975	-0.199462539	0.252000368			Y	N		Foothill BL   #205	SLO
8.65	SFR	D	4	2	1914	1.914	1965	99.528	0.498445875	0.49712202	0.24778842	853	0.02	Y		1256	Galleon WY   #3	SLO
3.07	CONDO	A	2	2	966	0.966	1987	28.98	-1.0757549	-0.354259107	0.381095971	8200	0.19	Y	N	1300	Oceanaire DR  	SLO
4.23	CONDO	A	3	2	1298	1.298	2006	14.278	-0.524452519	-1.089542808	0.57141347	966	0.02	Y		1025	Southwood DR   #J	SLO
5.45	SFR	A	2	2	1537	1.537	1995	33.814	-0.127581226	-0.663852245	0.084695083			Y	N	620	Paseo Bella Montana    #B	SLO
5.55	CONDO	A	2	2	1305	1.305	2017	0	-0.512828673	-1.515233372	0.777055119	1632	0.04	Y	N	1295	Chaparral CR  	SLO
10.4	CONDO	A	2	1	1577	1.577	2017	0	-0.061159253	-1.515233372	0.092670541	536	0.01	Y	N	3267	Lavender   	SLO
21.5	SFR	D	3	3	4301	4.301	2009	34.408	4.46217715	-1.205640235	-5.379780307	1577	0.04	Y	N	1321	Osos ST   #280	SLO
4.3	CONDO	A	2	2	918	0.918	1975	38.556	-1.155461268	0.110130598	-0.127251641	16553	0.38		Y	1645	Lizzie CT  	SLO
